x,y,z
334, 340, 0
334, 344, 0
334, 396, 0
334, 399, 0
335, 83, 0
335, 233, 0
335, 235, 0
335, 238, 0
335, 247, 0
335, 258, 0
335, 339, 0
335, 343, 0
335, 396, 0
335, 399, 0
336, 84, 0
336, 232, 0
336, 235, 0
336, 237, 0
336, 248, 0
336, 258, 0
336, 338, 0
336, 342, 0
336, 396, 0
336, 400, 0
337, 82, 0
337, 84, 0
337, 232, 0
337, 234, 0
337, 237, 0
337, 246, 0
337, 248, 0
337, 259, 0
337, 341, 0
337, 398, 0
337, 400, 0
338, 84, 0
338, 233, 0
338, 237, 0
338, 249, 0
338, 259, 0
338, 268, 0
338, 270, 0
338, 283, 0
338, 287, 0
338, 299, 0
338, 301, 0
338, 304, 0
338, 323, 0
338, 326, 0
338, 331, 0
338, 335, 0
338, 337, 0
338, 340, 0
338, 396, 0
339, 84, 0
339, 235, 0
339, 259, 0
339, 271, 0
339, 299, 0
339, 303, 0
339, 322, 0
339, 326, 0
339, 332, 0
339, 334, 0
339, 336, 0
339, 338, 0
339, 340, 0
339, 398, 0
339, 401, 0
340, 82, 0
340, 86, 0
340, 235, 0
340, 248, 0
340, 258, 0
340, 260, 0
340, 270, 0
340, 272, 0
340, 282, 0
340, 284, 0
340, 298, 0
340, 303, 0
340, 305, 0
340, 322, 0
340, 326, 0
340, 331, 0
340, 335, 0
340, 396, 0
340, 399, 0
341, 84, 0
341, 87, 0
341, 234, 0
341, 247, 0
341, 250, 0
341, 259, 0
341, 261, 0
341, 269, 0
341, 272, 0
341, 289, 0
341, 299, 0
341, 301, 0
341, 304, 0
341, 324, 0
341, 326, 0
341, 330, 0
341, 333, 0
341, 396, 0
341, 398, 0
342, 82, 0
342, 85, 0
342, 87, 0
342, 234, 0
342, 247, 0
342, 261, 0
342, 271, 0
342, 282, 0
342, 298, 0
342, 301, 0
342, 305, 0
342, 324, 0
342, 327, 0
342, 329, 0
342, 333, 0
342, 399, 0
342, 401, 0
343, 83, 0
343, 85, 0
343, 88, 0
343, 259, 0
343, 262, 0
343, 271, 0
343, 284, 0
343, 299, 0
343, 322, 0
343, 324, 0
343, 327, 0
343, 398, 0
343, 400, 0
344, 83, 0
344, 87, 0
344, 89, 0
344, 246, 0
344, 249, 0
344, 273, 0
344, 283, 0
344, 298, 0
344, 300, 0
344, 322, 0
344, 324, 0
344, 326, 0
344, 400, 0
345, 83, 0
345, 85, 0
345, 88, 0
345, 90, 0
345, 246, 0
345, 273, 0
345, 282, 0
345, 287, 0
345, 298, 0
345, 300, 0
345, 322, 0
345, 324, 0
345, 326, 0
345, 401, 0
346, 90, 0
346, 247, 0
346, 249, 0
346, 275, 0
346, 290, 0
346, 292, 0
346, 295, 0
346, 297, 0
346, 300, 0
346, 325, 0
346, 400, 0
347, 91, 0
347, 247, 0
347, 249, 0
347, 289, 0
347, 294, 0
347, 297, 0
347, 301, 0
347, 324, 0
348, 92, 0
348, 248, 0
348, 293, 0
348, 297, 0
348, 299, 0
348, 301, 0
348, 322, 0
348, 326, 0
348, 400, 0
349, 93, 0
349, 249, 0
349, 293, 0
349, 295, 0
349, 299, 0
349, 322, 0
349, 324, 0
349, 326, 0
349, 401, 0
350, 91, 0
350, 93, 0
350, 248, 0
350, 293, 0
350, 296, 0
350, 301, 0
350, 322, 0
350, 326, 0
351, 93, 0
351, 246, 0
351, 293, 0
351, 297, 0
351, 300, 0
351, 322, 0
351, 325, 0
351, 401, 0
352, 91, 0
352, 94, 0
352, 294, 0
352, 298, 0
352, 323, 0
352, 325, 0
353, 90, 0
353, 94, 0
353, 97, 0
353, 201, 0
353, 236, 0
353, 297, 0
353, 323, 0
353, 326, 0
353, 401, 0
354, 99, 0
354, 101, 0
354, 200, 0
354, 202, 0
354, 236, 0
354, 238, 0
354, 298, 0
354, 309, 0
354, 311, 0
354, 314, 0
354, 318, 0
354, 321, 0
354, 324, 0
354, 401, 0
355, 99, 0
355, 104, 0
355, 198, 0
355, 201, 0
355, 203, 0
355, 205, 0
355, 234, 0
355, 236, 0
355, 239, 0
355, 307, 0
355, 312, 0
355, 314, 0
355, 316, 0
355, 322, 0
355, 326, 0
356, 98, 0
356, 101, 0
356, 105, 0
356, 107, 0
356, 110, 0
356, 128, 0
356, 197, 0
356, 199, 0
356, 205, 0
356, 233, 0
356, 235, 0
356, 238, 0
356, 241, 0
356, 310, 0
356, 324, 0
356, 400, 0
357, 98, 0
357, 100, 0
357, 104, 0
357, 109, 0
357, 111, 0
357, 113, 0
357, 116, 0
357, 118, 0
357, 125, 0
357, 128, 0
357, 196, 0
357, 201, 0
357, 206, 0
357, 233, 0
357, 237, 0
357, 240, 0
357, 308, 0
357, 324, 0
357, 401, 0
358, 99, 0
358, 102, 0
358, 106, 0
358, 111, 0
358, 115, 0
358, 117, 0
358, 119, 0
358, 125, 0
358, 127, 0
358, 132, 0
358, 134, 0
358, 196, 0
358, 198, 0
358, 204, 0
358, 233, 0
358, 235, 0
358, 238, 0
358, 244, 0
358, 308, 0
358, 325, 0
358, 399, 0
359, 99, 0
359, 101, 0
359, 105, 0
359, 107, 0
359, 112, 0
359, 114, 0
359, 116, 0
359, 118, 0
359, 121, 0
359, 124, 0
359, 127, 0
359, 129, 0
359, 132, 0
359, 135, 0
359, 137, 0
359, 196, 0
359, 198, 0
359, 202, 0
359, 233, 0
359, 236, 0
359, 239, 0
359, 241, 0
359, 244, 0
360, 102, 0
360, 105, 0
360, 109, 0
360, 112, 0
360, 116, 0
360, 120, 0
360, 123, 0
360, 126, 0
360, 128, 0
360, 130, 0
360, 135, 0
360, 137, 0
360, 140, 0
360, 143, 0
360, 197, 0
360, 200, 0
360, 203, 0
360, 208, 0
360, 237, 0
360, 240, 0
360, 242, 0
360, 244, 0
360, 400, 0
361, 99, 0
361, 103, 0
361, 106, 0
361, 110, 0
361, 115, 0
361, 122, 0
361, 124, 0
361, 129, 0
361, 133, 0
361, 135, 0
361, 137, 0
361, 139, 0
361, 141, 0
361, 144, 0
361, 197, 0
361, 200, 0
361, 202, 0
361, 205, 0
361, 208, 0
361, 235, 0
361, 238, 0
361, 241, 0
361, 243, 0
361, 401, 0
362, 138, 0
362, 140, 0
362, 143, 0
362, 199, 0
362, 203, 0
362, 206, 0
362, 208, 0
362, 237, 0
362, 239, 0
362, 243, 0
362, 401, 0
363, 142, 0
363, 197, 0
363, 200, 0
363, 202, 0
363, 204, 0
363, 206, 0
363, 235, 0
363, 238, 0
363, 240, 0
363, 400, 0
364, 138, 0
364, 141, 0
364, 198, 0
364, 200, 0
364, 204, 0
364, 236, 0
364, 238, 0
364, 242, 0
364, 399, 0
365, 139, 0
365, 141, 0
365, 199, 0
365, 206, 0
365, 208, 0
365, 236, 0
365, 240, 0
365, 242, 0
365, 398, 0
366, 139, 0
366, 197, 0
366, 201, 0
366, 203, 0
366, 205, 0
366, 208, 0
366, 235, 0
366, 238, 0
366, 400, 0
367, 143, 0
367, 197, 0
367, 199, 0
367, 201, 0
367, 204, 0
367, 206, 0
367, 399, 0
367, 401, 0
368, 139, 0
368, 144, 0
368, 146, 0
368, 199, 0
368, 202, 0
368, 204, 0
368, 206, 0
368, 398, 0###
