x,y,z
252, 122, 0
252, 124, 0
252, 203, 0
252, 218, 0
252, 221, 0
252, 225, 0
252, 227, 0
252, 296, 0
252, 300, 0
253, 122, 0
253, 124, 0
253, 166, 0
253, 192, 0
253, 207, 0
253, 219, 0
253, 225, 0
253, 252, 0
253, 298, 0
253, 300, 0
254, 123, 0
254, 125, 0
254, 165, 0
254, 167, 0
254, 208, 0
254, 218, 0
254, 224, 0
254, 253, 0
254, 278, 0
254, 282, 0
254, 295, 0
254, 297, 0
254, 300, 0
255, 122, 0
255, 124, 0
255, 126, 0
255, 154, 0
255, 167, 0
255, 175, 0
255, 202, 0
255, 204, 0
255, 208, 0
255, 220, 0
255, 222, 0
255, 252, 0
255, 254, 0
255, 257, 0
255, 270, 0
255, 281, 0
255, 295, 0
255, 299, 0
255, 397, 0
255, 410, 0
256, 125, 0
256, 157, 0
256, 166, 0
256, 168, 0
256, 174, 0
256, 193, 0
256, 202, 0
256, 204, 0
256, 207, 0
256, 221, 0
256, 254, 0
256, 256, 0
256, 258, 0
256, 267, 0
256, 270, 0
256, 282, 0
256, 293, 0
256, 297, 0
256, 299, 0
256, 398, 0
256, 403, 0
256, 407, 0
256, 411, 0
257, 123, 0
257, 126, 0
257, 153, 0
257, 156, 0
257, 158, 0
257, 174, 0
257, 204, 0
257, 207, 0
257, 218, 0
257, 222, 0
257, 253, 0
257, 255, 0
257, 258, 0
257, 268, 0
257, 270, 0
257, 283, 0
257, 287, 0
257, 291, 0
257, 296, 0
257, 300, 0
257, 387, 0
257, 389, 0
257, 392, 0
257, 396, 0
257, 399, 0
257, 401, 0
257, 403, 0
257, 407, 0
257, 410, 0
258, 123, 0
258, 125, 0
258, 154, 0
258, 158, 0
258, 168, 0
258, 173, 0
258, 175, 0
258, 195, 0
258, 197, 0
258, 201, 0
258, 205, 0
258, 207, 0
258, 222, 0
258, 254, 0
258, 256, 0
258, 258, 0
258, 268, 0
258, 270, 0
258, 273, 0
258, 275, 0
258, 281, 0
258, 285, 0
258, 288, 0
258, 292, 0
258, 297, 0
258, 300, 0
258, 303, 0
258, 338, 0
258, 340, 0
258, 384, 0
258, 410, 0
258, 412, 0
259, 123, 0
259, 125, 0
259, 153, 0
259, 157, 0
259, 160, 0
259, 170, 0
259, 172, 0
259, 176, 0
259, 183, 0
259, 187, 0
259, 189, 0
259, 192, 0
259, 198, 0
259, 203, 0
259, 205, 0
259, 207, 0
259, 254, 0
259, 256, 0
259, 267, 0
259, 270, 0
259, 275, 0
259, 277, 0
259, 280, 0
259, 282, 0
259, 288, 0
259, 296, 0
259, 298, 0
259, 301, 0
259, 303, 0
259, 305, 0
259, 335, 0
259, 339, 0
259, 341, 0
259, 344, 0
259, 412, 0
260, 123, 0
260, 127, 0
260, 154, 0
260, 160, 0
260, 169, 0
260, 172, 0
260, 177, 0
260, 181, 0
260, 184, 0
260, 188, 0
260, 191, 0
260, 193, 0
260, 199, 0
260, 203, 0
260, 206, 0
260, 253, 0
260, 255, 0
260, 257, 0
260, 269, 0
260, 272, 0
260, 275, 0
260, 278, 0
260, 282, 0
260, 289, 0
260, 294, 0
260, 299, 0
260, 302, 0
260, 304, 0
260, 334, 0
260, 337, 0
260, 339, 0
260, 341, 0
260, 343, 0
260, 345, 0
260, 347, 0
260, 385, 0
260, 411, 0
261, 122, 0
261, 128, 0
261, 155, 0
261, 159, 0
261, 165, 0
261, 167, 0
261, 178, 0
261, 181, 0
261, 184, 0
261, 188, 0
261, 191, 0
261, 194, 0
261, 201, 0
261, 205, 0
261, 253, 0
261, 255, 0
261, 257, 0
261, 266, 0
261, 269, 0
261, 271, 0
261, 274, 0
261, 276, 0
261, 279, 0
261, 284, 0
261, 289, 0
261, 296, 0
261, 299, 0
261, 303, 0
261, 307, 0
261, 309, 0
261, 329, 0
261, 332, 0
261, 336, 0
261, 338, 0
261, 340, 0
261, 343, 0
261, 347, 0
261, 374, 0
261, 383, 0
261, 411, 0
261, 413, 0
262, 122, 0
262, 126, 0
262, 158, 0
262, 160, 0
262, 163, 0
262, 165, 0
262, 175, 0
262, 179, 0
262, 181, 0
262, 183, 0
262, 186, 0
262, 188, 0
262, 192, 0
262, 196, 0
262, 199, 0
262, 201, 0
262, 203, 0
262, 255, 0
262, 257, 0
262, 268, 0
262, 271, 0
262, 273, 0
262, 276, 0
262, 281, 0
262, 283, 0
262, 301, 0
262, 304, 0
262, 306, 0
262, 310, 0
262, 312, 0
262, 314, 0
262, 331, 0
262, 333, 0
262, 336, 0
262, 339, 0
262, 343, 0
262, 345, 0
262, 347, 0
262, 374, 0
262, 376, 0
262, 385, 0
262, 412, 0
262, 414, 0
263, 124, 0
263, 126, 0
263, 156, 0
263, 158, 0
263, 161, 0
263, 166, 0
263, 171, 0
263, 175, 0
263, 178, 0
263, 180, 0
263, 182, 0
263, 184, 0
263, 187, 0
263, 189, 0
263, 192, 0
263, 254, 0
263, 257, 0
263, 267, 0
263, 277, 0
263, 297, 0
263, 303, 0
263, 306, 0
263, 308, 0
263, 310, 0
263, 314, 0
263, 328, 0
263, 339, 0
263, 342, 0
263, 345, 0
263, 411, 0
263, 414, 0
264, 122, 0
264, 125, 0
264, 156, 0
264, 158, 0
264, 161, 0
264, 163, 0
264, 169, 0
264, 172, 0
264, 178, 0
264, 182, 0
264, 187, 0
264, 190, 0
264, 196, 0
264, 266, 0
264, 305, 0
264, 307, 0
264, 332, 0
264, 337, 0
264, 341, 0
264, 346, 0
264, 375, 0
264, 378, 0
264, 383, 0
264, 411, 0
264, 413, 0
265, 123, 0
265, 128, 0
265, 158, 0
265, 160, 0
265, 162, 0
265, 166, 0
265, 168, 0
265, 170, 0
265, 176, 0
265, 180, 0
265, 185, 0
265, 188, 0
265, 191, 0
265, 196, 0
265, 267, 0
265, 307, 0
265, 333, 0
265, 335, 0
265, 340, 0
265, 342, 0
265, 344, 0
265, 376, 0
265, 379, 0
265, 383, 0
265, 385, 0
265, 413, 0
265, 415, 0
266, 122, 0
266, 124, 0
266, 128, 0
266, 158, 0
266, 187, 0
266, 190, 0
266, 192, 0
266, 195, 0
266, 223, 0
266, 267, 0
266, 304, 0
266, 306, 0
266, 334, 0
266, 337, 0
266, 341, 0
266, 346, 0
266, 380, 0
266, 383, 0
266, 385, 0
266, 413, 0
266, 416, 0
267, 123, 0
267, 125, 0
267, 127, 0
267, 155, 0
267, 157, 0
267, 186, 0
267, 189, 0
267, 194, 0
267, 224, 0
267, 305, 0
267, 332, 0
267, 335, 0
267, 339, 0
267, 343, 0
267, 381, 0
267, 385, 0
267, 410, 0
267, 416, 0
268, 124, 0
268, 126, 0
268, 158, 0
268, 160, 0
268, 187, 0
268, 334, 0
268, 337, 0
268, 339, 0
268, 346, 0
268, 382, 0
268, 384, 0
268, 410, 0
268, 417, 0
269, 122, 0
269, 125, 0
269, 127, 0
269, 157, 0
269, 161, 0
269, 186, 0
269, 333, 0
269, 337, 0
269, 342, 0
269, 345, 0
269, 381, 0
269, 384, 0
269, 411, 0
269, 414, 0
269, 417, 0
270, 122, 0
270, 128, 0
270, 158, 0
270, 187, 0
270, 336, 0
270, 338, 0
270, 341, 0
270, 344, 0
270, 383, 0
270, 411, 0
270, 414, 0
270, 418, 0
271, 124, 0
271, 126, 0
271, 158, 0
271, 160, 0
271, 187, 0
271, 335, 0
271, 340, 0
271, 343, 0
271, 381, 0
271, 383, 0
271, 385, 0
271, 411, 0
271, 418, 0
272, 123, 0
272, 157, 0
272, 161, 0
272, 186, 0
272, 266, 0
272, 340, 0
272, 343, 0
272, 381, 0
272, 383, 0
272, 385, 0
272, 410, 0
272, 418, 0
273, 123, 0
273, 157, 0
273, 187, 0
273, 267, 0
273, 343, 0
273, 378, 0
273, 380, 0
273, 384, 0
273, 410, 0
273, 415, 0
273, 420, 0
274, 98, 0
274, 102, 0
274, 111, 0
274, 115, 0
274, 117, 0
274, 119, 0
274, 124, 0
274, 162, 0
274, 168, 0
274, 171, 0
274, 181, 0
274, 184, 0
274, 187, 0
274, 342, 0
274, 345, 0
274, 380, 0
274, 383, 0
274, 385, 0
274, 419, 0
274, 421, 0
275, 106, 0
275, 118, 0
275, 162, 0
275, 168, 0
275, 173, 0
275, 177, 0
275, 179, 0
275, 181, 0
275, 185, 0
275, 260, 0
275, 265, 0
275, 344, 0
275, 347, 0
275, 379, 0
275, 382, 0
275, 384, 0
275, 418, 0
275, 421, 0
275, 424, 0
276, 98, 0
276, 110, 0
276, 117, 0
276, 166, 0
276, 173, 0
276, 178, 0
276, 180, 0
276, 182, 0
276, 185, 0
276, 259, 0
276, 261, 0
276, 266, 0
276, 381, 0
276, 384, 0
276, 419, 0
276, 422, 0
276, 425, 0
277, 103, 0
277, 108, 0
277, 113, 0
277, 115, 0
277, 117, 0
277, 169, 0
277, 175, 0
277, 178, 0
277, 181, 0
277, 184, 0
277, 257, 0
277, 260, 0
277, 263, 0
277, 380, 0
277, 382, 0
277, 419, 0
277, 423, 0
277, 429, 0
278, 98, 0
278, 103, 0
278, 106, 0
278, 108, 0
278, 112, 0
278, 119, 0
278, 164, 0
278, 167, 0
278, 174, 0
278, 184, 0
278, 258, 0
278, 262, 0
278, 264, 0
278, 382, 0
278, 385, 0
278, 418, 0
278, 421, 0
278, 428, 0
278, 431, 0
278, 448, 0
279, 100, 0
279, 111, 0
279, 165, 0
279, 167, 0
279, 170, 0
279, 174, 0
279, 262, 0
279, 384, 0
279, 419, 0
279, 423, 0
279, 426, 0
279, 428, 0
279, 433, 0
279, 448, 0
280, 99, 0
280, 169, 0
280, 175, 0
280, 260, 0
280, 263, 0
280, 385, 0
280, 422, 0
280, 425, 0
280, 427, 0
280, 429, 0
280, 432, 0
280, 445, 0
280, 447, 0
280, 449, 0
281, 98, 0
281, 165, 0
281, 169, 0
281, 172, 0
281, 175, 0
281, 262, 0
281, 264, 0
281, 418, 0
281, 425, 0
281, 428, 0
281, 432, 0
281, 434, 0
281, 447, 0
282, 84, 0
282, 91, 0
282, 93, 0
282, 96, 0
282, 165, 0
282, 167, 0
282, 171, 0
282, 174, 0
282, 263, 0
282, 434, 0
282, 445, 0
282, 448, 0
283, 90, 0
283, 95, 0
283, 167, 0
283, 176, 0
283, 435, 0
283, 445, 0
284, 86, 0
284, 90, 0
284, 92, 0
284, 94, 0
284, 172, 0
284, 176, 0
284, 434, 0
284, 443, 0
285, 85, 0
285, 92, 0
285, 94, 0
285, 174, 0
285, 176, 0
285, 385, 0###
