x,y,z
160, 175, 0
160, 298, 0
160, 300, 0
161, 170, 0
161, 172, 0
161, 175, 0
161, 298, 0
161, 300, 0
161, 384, 0
162, 173, 0
162, 176, 0
162, 300, 0
163, 170, 0
163, 173, 0
163, 176, 0
163, 298, 0
163, 385, 0
164, 171, 0
164, 174, 0
164, 300, 0
164, 383, 0
165, 170, 0
165, 173, 0
165, 298, 0
165, 300, 0
165, 385, 0
166, 170, 0
166, 172, 0
166, 174, 0
166, 300, 0
166, 384, 0
167, 170, 0
167, 173, 0
167, 176, 0
167, 298, 0
167, 300, 0
168, 172, 0
168, 177, 0
168, 180, 0
168, 300, 0
168, 382, 0
169, 170, 0
169, 176, 0
169, 178, 0
169, 181, 0
169, 298, 0
169, 300, 0
169, 382, 0
170, 178, 0
170, 180, 0
170, 182, 0
170, 299, 0
170, 382, 0
171, 179, 0
171, 181, 0
171, 299, 0
171, 385, 0
172, 180, 0
172, 183, 0
172, 299, 0
172, 323, 0
172, 385, 0
173, 179, 0
173, 182, 0
173, 299, 0
173, 323, 0
173, 354, 0
173, 362, 0
173, 383, 0
174, 178, 0
174, 181, 0
174, 299, 0
174, 321, 0
174, 325, 0
174, 365, 0
174, 367, 0
174, 369, 0
174, 382, 0
175, 178, 0
175, 180, 0
175, 183, 0
175, 298, 0
175, 322, 0
175, 325, 0
175, 363, 0
175, 367, 0
175, 369, 0
175, 371, 0
175, 381, 0
175, 384, 0
176, 179, 0
176, 181, 0
176, 183, 0
176, 298, 0
176, 300, 0
176, 320, 0
176, 323, 0
176, 327, 0
176, 358, 0
176, 365, 0
176, 370, 0
176, 372, 0
176, 382, 0
177, 180, 0
177, 183, 0
177, 300, 0
177, 320, 0
177, 322, 0
177, 325, 0
177, 353, 0
177, 363, 0
177, 367, 0
177, 369, 0
177, 371, 0
177, 373, 0
177, 375, 0
177, 380, 0
177, 383, 0
178, 186, 0
178, 225, 0
178, 234, 0
178, 238, 0
178, 241, 0
178, 298, 0
178, 300, 0
178, 318, 0
178, 320, 0
178, 323, 0
178, 327, 0
178, 352, 0
179, 186, 0
179, 221, 0
179, 225, 0
179, 236, 0
179, 300, 0
179, 320, 0
179, 323, 0
179, 326, 0
179, 328, 0
180, 187, 0
180, 191, 0
180, 217, 0
180, 219, 0
180, 223, 0
180, 236, 0
180, 240, 0
180, 299, 0
180, 302, 0
180, 321, 0
180, 326, 0
180, 328, 0
180, 351, 0
180, 353, 0
181, 186, 0
181, 190, 0
181, 195, 0
181, 215, 0
181, 221, 0
181, 234, 0
181, 241, 0
181, 301, 0
181, 317, 0
181, 321, 0
181, 326, 0
181, 350, 0
182, 188, 0
182, 193, 0
182, 196, 0
182, 214, 0
182, 218, 0
182, 221, 0
182, 225, 0
182, 234, 0
182, 238, 0
182, 299, 0
182, 301, 0
182, 318, 0
182, 322, 0
182, 324, 0
182, 330, 0
182, 350, 0
182, 352, 0
183, 191, 0
183, 194, 0
183, 197, 0
183, 217, 0
183, 224, 0
183, 235, 0
183, 240, 0
183, 299, 0
183, 302, 0
183, 320, 0
183, 322, 0
183, 324, 0
183, 327, 0
183, 349, 0
183, 351, 0
184, 186, 0
184, 196, 0
184, 198, 0
184, 216, 0
184, 219, 0
184, 223, 0
184, 235, 0
184, 240, 0
184, 299, 0
184, 302, 0
184, 318, 0
184, 321, 0
184, 326, 0
184, 350, 0
184, 353, 0
185, 188, 0
185, 218, 0
185, 225, 0
185, 235, 0
185, 298, 0
185, 301, 0
185, 316, 0
185, 318, 0
185, 323, 0
185, 325, 0
185, 352, 0
186, 179, 0
186, 188, 0
186, 218, 0
186, 220, 0
186, 225, 0
186, 298, 0
186, 300, 0
186, 317, 0
186, 320, 0
186, 322, 0
186, 326, 0
186, 351, 0
186, 353, 0
187, 178, 0
187, 186, 0
187, 301, 0
187, 319, 0
187, 325, 0
188, 178, 0
188, 189, 0
188, 298, 0
188, 302, 0
188, 315, 0
188, 322, 0
188, 326, 0
189, 181, 0
189, 188, 0
189, 298, 0
189, 301, 0
189, 318, 0
189, 321, 0
189, 325, 0
189, 353, 0
190, 181, 0
190, 186, 0
190, 302, 0
190, 317, 0
190, 321, 0
190, 326, 0
190, 353, 0
191, 181, 0
191, 185, 0
191, 299, 0
191, 302, 0
191, 320, 0
191, 323, 0
191, 326, 0
192, 184, 0
192, 299, 0
192, 302, 0
192, 320, 0
192, 323, 0
192, 326, 0
192, 353, 0
193, 181, 0
193, 302, 0
193, 318, 0
193, 323, 0
193, 326, 0
194, 181, 0
194, 184, 0
194, 241, 0
194, 245, 0
194, 248, 0
194, 303, 0
194, 314, 0
194, 324, 0
194, 403, 0
194, 407, 0
194, 409, 0
194, 413, 0
194, 417, 0
194, 419, 0
194, 422, 0
194, 424, 0
194, 434, 0
194, 443, 0
194, 445, 0
195, 179, 0
195, 183, 0
195, 245, 0
195, 252, 0
195, 299, 0
195, 303, 0
195, 316, 0
195, 403, 0
195, 405, 0
195, 407, 0
195, 419, 0
195, 424, 0
195, 434, 0
195, 442, 0
195, 446, 0
196, 179, 0
196, 182, 0
196, 238, 0
196, 240, 0
196, 244, 0
196, 252, 0
196, 298, 0
196, 303, 0
196, 322, 0
196, 324, 0
196, 402, 0
196, 404, 0
196, 406, 0
196, 420, 0
196, 425, 0
197, 179, 0
197, 182, 0
197, 237, 0
197, 241, 0
197, 243, 0
197, 247, 0
197, 301, 0
197, 313, 0
197, 321, 0
197, 323, 0
197, 403, 0
197, 405, 0
197, 407, 0
197, 422, 0
197, 425, 0
197, 436, 0
197, 443, 0
198, 179, 0
198, 181, 0
198, 183, 0
198, 239, 0
198, 243, 0
198, 250, 0
198, 256, 0
198, 298, 0
198, 303, 0
198, 402, 0
198, 404, 0
198, 423, 0
198, 436, 0
198, 442, 0
199, 181, 0
199, 183, 0
199, 240, 0
199, 243, 0
199, 246, 0
199, 254, 0
199, 303, 0
199, 405, 0
199, 424, 0
199, 436, 0
199, 441, 0
200, 178, 0
200, 181, 0
200, 183, 0
200, 241, 0
200, 243, 0
200, 246, 0
200, 249, 0
200, 299, 0
200, 307, 0
200, 404, 0
200, 438, 0
201, 178, 0
201, 183, 0
201, 243, 0
201, 248, 0
201, 255, 0
201, 303, 0
201, 306, 0
201, 402, 0
201, 438, 0
202, 180, 0
202, 182, 0
202, 243, 0
202, 245, 0
202, 247, 0
202, 255, 0
202, 257, 0
202, 266, 0
202, 269, 0
202, 271, 0
202, 274, 0
202, 280, 0
202, 284, 0
202, 287, 0
202, 290, 0
202, 292, 0
202, 298, 0
202, 303, 0
202, 357, 0
202, 359, 0
202, 401, 0
202, 428, 0
202, 432, 0
202, 434, 0
202, 436, 0
203, 179, 0
203, 182, 0
203, 246, 0
203, 256, 0
203, 267, 0
203, 271, 0
203, 282, 0
203, 285, 0
203, 289, 0
203, 295, 0
203, 355, 0
203, 357, 0
203, 399, 0
204, 182, 0
204, 245, 0
204, 256, 0
204, 267, 0
204, 269, 0
204, 271, 0
204, 276, 0
204, 286, 0
204, 291, 0
204, 293, 0
204, 296, 0
204, 355, 0
204, 358, 0
204, 361, 0
204, 396, 0
204, 402, 0
205, 178, 0
205, 181, 0
205, 246, 0
205, 256, 0
205, 266, 0
205, 269, 0
205, 289, 0
205, 293, 0
205, 394, 0
205, 398, 0
205, 401, 0
206, 178, 0
206, 184, 0
206, 256, 0
206, 266, 0
206, 269, 0
206, 292, 0
206, 294, 0
206, 394, 0
206, 398, 0
206, 400, 0
207, 180, 0
207, 184, 0
207, 257, 0
207, 266, 0
207, 295, 0
207, 395, 0
207, 398, 0
207, 401, 0
208, 178, 0
208, 186, 0
208, 269, 0
208, 396, 0
208, 400, 0
209, 180, 0
209, 183, 0
209, 266, 0
209, 268, 0
209, 394, 0
209, 396, 0
209, 399, 0
210, 163, 0
210, 166, 0
210, 181, 0
210, 185, 0
210, 187, 0
210, 262, 0
210, 266, 0
210, 379, 0
210, 382, 0
210, 395, 0
210, 397, 0
210, 399, 0
211, 142, 0
211, 162, 0
211, 187, 0
211, 265, 0
211, 374, 0
211, 381, 0
211, 385, 0
211, 398, 0
212, 138, 0
212, 141, 0
212, 145, 0
212, 167, 0
212, 179, 0
212, 186, 0
212, 258, 0
212, 264, 0
212, 373, 0
212, 381, 0
212, 383, 0
212, 385, 0
212, 396, 0
212, 398, 0
213, 141, 0
213, 145, 0
213, 162, 0
213, 165, 0
213, 180, 0
213, 183, 0
213, 187, 0
213, 261, 0
213, 263, 0
213, 384, 0
213, 394, 0
213, 396, 0
213, 398, 0
214, 142, 0
214, 165, 0
214, 182, 0
214, 187, 0
214, 260, 0
214, 263, 0
214, 361, 0
214, 370, 0
214, 377, 0
214, 382, 0
214, 384, 0
214, 394, 0
214, 396, 0
214, 398, 0
215, 138, 0
215, 162, 0
215, 169, 0
215, 178, 0
215, 182, 0
215, 186, 0
215, 260, 0
215, 263, 0
215, 358, 0
215, 375, 0
215, 382, 0
215, 384, 0
215, 394, 0
215, 396, 0
216, 138, 0
216, 163, 0
216, 178, 0
216, 181, 0###
